"user_id","total_orders","lifetime_value","first_purchase_ts","last_purchase_ts"
"b773b200","1","168.00","2019-06-07","2019-06-07"
"b783bb9b","1","168.00","2020-04-27","2020-04-27"
"2216be28","1","168.00","2020-10-20","2020-10-20"
"220e5bd7","1","168.00","2020-11-09","2020-11-09"
"b79dfd7e","1","168.00","2019-12-09","2019-12-09"
"220273fb","1","168.00","2020-09-14","2020-09-14"
"22002703","1","168.00","2020-02-08","2020-02-08"
"b7b6af12","1","168.00","2020-10-29","2020-10-29"
"21d1a047","1","168.00","2020-08-24","2020-08-24"
"b7bbfa3d","1","168.00","2020-06-28","2020-06-28"
"b7d0fe85","1","168.00","2020-04-28","2020-04-28"
"b7d6f52a","1","168.00","2020-08-06","2020-08-06"
"b7d9366e","1","168.00","2020-07-18","2020-07-18"
"b7daf9b1","1","168.00","2021-02-25","2021-02-25"
"21c8aad5","1","168.00","2021-01-17","2021-01-17"
"b7dfd944","1","168.00","2019-08-23","2019-08-23"
"b7fd60fa","1","168.00","2019-11-05","2019-11-05"
"2188cf7e","1","168.00","2021-02-18","2021-02-18"
"b82f313a","1","168.00","2020-08-02","2020-08-02"
"b8360561","1","168.00","2020-06-16","2020-06-16"
"b83ec994","1","168.00","2019-09-19","2019-09-19"
"218862f2","1","168.00","2020-04-03","2020-04-03"
"b846f0b9","1","168.00","2020-11-24","2020-11-24"
"b847b068","1","168.00","2019-05-17","2019-05-17"
"b847bc97","1","168.00","2020-04-05","2020-04-05"
"b85179e4","1","168.00","2021-02-21","2021-02-21"
"b85d32b9","1","168.00","2019-07-11","2019-07-11"
"b8628175","1","168.00","2019-06-02","2019-06-02"
"218360dc","1","168.00","2020-12-16","2020-12-16"
"b87fa769","1","168.00","2020-01-21","2020-01-21"
"216b337e","1","168.00","2019-07-01","2019-07-01"
"b8818aba","1","168.00","2020-08-22","2020-08-22"
"2161cd42","1","168.00","2020-04-30","2020-04-30"
"b8a36cc4","1","168.00","2020-01-22","2020-01-22"
"b8a49f1c","1","168.00","2020-04-17","2020-04-17"
"2157645d","1","168.00","2020-03-22","2020-03-22"
"b8b9ff87","1","168.00","2020-04-18","2020-04-18"
"214004d0","1","168.00","2020-10-17","2020-10-17"
"b8c9722c","1","168.00","2020-07-09","2020-07-09"
"b8cca810","1","168.00","2020-10-01","2020-10-01"
"213707b7","1","168.00","2021-01-20","2021-01-20"
"b8d639aa","1","168.00","2020-08-31","2020-08-31"
"b8e06aa4","1","168.00","2019-04-01","2019-04-01"
"b8e0fe26","1","168.00","2019-05-10","2019-05-10"
"b8e6de2c","1","168.00","2019-05-22","2019-05-22"
"b8ef3a6e","1","168.00","2019-04-21","2019-04-21"
"211dd86d","1","168.00","2020-04-13","2020-04-13"
"210be234","1","168.00","2020-06-09","2020-06-09"
"b9228043","1","168.00","2019-08-10","2019-08-10"
"210b7956","1","168.00","2021-01-14","2021-01-14"
"2104a333","1","168.00","2019-03-16","2019-03-16"
"b94903a9","1","168.00","2020-06-09","2020-06-09"
"b949948b","1","168.00","2020-12-29","2020-12-29"
"b94d4b31","1","168.00","2019-11-22","2019-11-22"
"b950ef1b","1","168.00","2019-10-04","2019-10-04"
"b955cdc5","1","168.00","2019-12-02","2019-12-02"
"20d90bfe","1","168.00","2019-07-04","2019-07-04"
"b96e9e2b","1","168.00","2019-10-16","2019-10-16"
"b97978e1","1","168.00","2020-02-15","2020-02-15"
"20c5a2ef","1","168.00","2021-02-25","2021-02-25"
"20c4942c","1","168.00","2019-10-19","2019-10-19"
"20aa0fe1","1","168.00","2020-02-10","2020-02-10"
"b98d1a09","1","168.00","2020-03-13","2020-03-13"
"b99ef11f","1","168.00","2019-03-06","2019-03-06"
"b99f9b02","1","168.00","2020-12-13","2020-12-13"
"b9af090c","1","168.00","2020-05-25","2020-05-25"
"20a76845","1","168.00","2020-10-27","2020-10-27"
"b9c160fd","1","168.00","2020-10-09","2020-10-09"
"b9d58fc0","1","168.00","2020-04-21","2020-04-21"
"b9d80288","1","168.00","2020-04-22","2020-04-22"
"b9e9db73","1","168.00","2020-09-26","2020-09-26"
"b9edf429","1","168.00","2021-01-29","2021-01-29"
"b9efbbb4","1","168.00","2020-10-04","2020-10-04"
"b9f78388","1","168.00","2020-05-15","2020-05-15"
"b9fc2671","1","168.00","2020-02-28","2020-02-28"
"ba03bfd7","1","168.00","2019-06-05","2019-06-05"
"207722dc","1","168.00","2020-09-18","2020-09-18"
"ba313266","1","168.00","2020-11-21","2020-11-21"
"ba37b64b","1","168.00","2019-04-25","2019-04-25"
"ba637eee","1","168.00","2020-12-14","2020-12-14"
"ba877c9b","1","168.00","2020-11-24","2020-11-24"
"ba9044bc","1","168.00","2020-07-23","2020-07-23"
"ba91bab5","1","168.00","2020-07-19","2020-07-19"
"ba956868","1","168.00","2020-11-29","2020-11-29"
"20317131","1","168.00","2020-02-21","2020-02-21"
"202d5858","1","168.00","2020-07-21","2020-07-21"
"baab0208","1","168.00","2020-07-29","2020-07-29"
"bab1def2","1","168.00","2020-08-03","2020-08-03"
".56E880","1","168.00","2021-02-07","2021-02-07"
"201a45dc","1","168.00","2019-03-24","2019-03-24"
"baf07a61","1","168.00","2020-09-19","2020-09-19"
"2008b898","1","168.00","2020-03-13","2020-03-13"
"bb12335f","1","168.00","2020-09-23","2020-09-23"
"bb28e165","1","168.00","2020-10-29","2020-10-29"
"2,93E+05","1","168.00","2020-10-22","2020-10-22"
"2,86E+30","1","168.00","2020-02-12","2020-02-12"
"bb526d3d","1","168.00","2020-05-29","2020-05-29"
"2,74E+45","1","168.00","2019-07-18","2019-07-18"
"2,67E+05","1","168.00","2019-05-27","2019-05-27"
"bb67a870","1","168.00","2021-02-01","2021-02-01"
"bb7a5bce","1","168.00","2020-06-17","2020-06-17"
"bb7d522d","1","168.00","2021-01-12","2021-01-12"
"bb813153","1","168.00","2019-08-20","2019-08-20"
"2,39E+12","1","168.00","2020-10-18","2020-10-18"
"bb86243a","1","168.00","2019-11-14","2019-11-14"
"2,26E+54","1","168.00","2019-08-21","2019-08-21"
"bb8f6328","1","168.00","2020-07-17","2020-07-17"
"2,10E+10","1","168.00","2020-05-17","2020-05-17"
"bbb25743","1","168.00","2020-09-11","2020-09-11"
"bbbaa7ff","1","168.00","2020-05-14","2020-05-14"
"bbbf4168","1","168.00","2020-07-03","2020-07-03"
"bbbf96e3","1","168.00","2020-04-15","2020-04-15"
"bbcfc481","1","168.00","2020-03-22","2020-03-22"
"bbd52551","1","168.00","2019-02-04","2019-02-04"
"bbe37836","1","168.00","2020-12-10","2020-12-10"
"1ff306da","1","168.00","2020-11-17","2020-11-17"
"1ff20c85","1","168.00","2020-09-09","2020-09-09"
"bbf643ea","1","168.00","2019-09-26","2019-09-26"
"bc01104","1","168.00","2021-02-17","2021-02-17"
"1fb95cae","1","168.00","2020-04-02","2020-04-02"
"bc2e0fbc","1","168.00","2019-02-27","2019-02-27"
"bc41488d","1","168.00","2020-06-06","2020-06-06"
"bc45b81f","1","168.00","2020-04-05","2020-04-05"
"bc5b2217","1","168.00","2020-02-15","2020-02-15"
"bc935106","1","168.00","2020-12-25","2020-12-25"
"bc96b2a0","1","168.00","2019-04-13","2019-04-13"
"bc9e8d4d","1","168.00","2019-04-17","2019-04-17"
"bca4f3a9","1","168.00","2020-05-27","2020-05-27"
"bcaf2d4d","1","168.00","2020-09-10","2020-09-10"
"bcaff79d","1","168.00","2020-10-13","2020-10-13"
"1f9bcad3","1","168.00","2020-10-29","2020-10-29"
"1f97b6d5","1","168.00","2020-06-23","2020-06-23"
"bce3bb6d","1","168.00","2020-09-01","2020-09-01"
"bcf861d2","1","168.00","2020-06-14","2020-06-14"
"1f7c3665","1","168.00","2020-05-25","2020-05-25"
"1f7713b2","1","168.00","2020-10-01","2020-10-01"
"bd223ded","1","168.00","2019-02-19","2019-02-19"
"1f53ec66","1","168.00","2021-01-03","2021-01-03"
"bd4495e6","1","168.00","2020-09-03","2020-09-03"
"bd50184d","1","168.00","2020-09-19","2020-09-19"
"bd5564ab","1","168.00","2021-01-23","2021-01-23"
"1f509102","1","168.00","2019-04-20","2019-04-20"
"1f4e6c3f","1","168.00","2019-09-20","2019-09-20"
"1f49dbc7","1","168.00","2020-09-28","2020-09-28"
"bd6d585f","1","168.00","2020-11-09","2020-11-09"
"bd79f1c6","1","168.00","2020-01-24","2020-01-24"
"1f3bccf6","1","168.00","2019-11-26","2019-11-26"
"1f378191","1","168.00","2020-11-01","2020-11-01"
"bd951707","1","168.00","2020-02-15","2020-02-15"
"1f36f0b5","1","168.00","2019-11-16","2019-11-16"
"bdad253a","1","168.00","2021-02-17","2021-02-17"
"bdc09548","1","168.00","2019-11-02","2019-11-02"
"bdc63d3a","1","168.00","2019-01-06","2019-01-06"
"1f1c9e1a","1","168.00","2019-08-18","2019-08-18"
"bde76722","1","168.00","2020-05-03","2020-05-03"
"bdec8e84","1","168.00","2020-05-05","2020-05-05"
"be024097","1","168.00","2020-02-07","2020-02-07"
"1ef8b3f4","1","168.00","2020-06-15","2020-06-15"
"be51aa15","1","168.00","2021-02-10","2021-02-10"
"be5fde32","1","168.00","2019-01-21","2019-01-21"
"1ee3702a","1","168.00","2020-02-26","2020-02-26"
"be75673c","1","168.00","2021-02-25","2021-02-25"
"be797083","1","168.00","2020-03-14","2020-03-14"
"be79969d","1","168.00","2019-06-30","2019-06-30"
"1edaf998","1","168.00","2019-02-13","2019-02-13"
"1ecbd327","1","168.00","2019-05-20","2019-05-20"
"be8d7c1a","1","168.00","2019-12-19","2019-12-19"
"1ebe64ee","1","168.00","2019-10-18","2019-10-18"
"be925aa7","1","168.00","2020-07-10","2020-07-10"
"be9581bf","1","168.00","2019-02-16","2019-02-16"
"1ebe0604","1","168.00","2020-08-10","2020-08-10"
"be9bc786","1","168.00","2021-01-20","2021-01-20"
"be9f9cd2","1","168.00","2020-09-21","2020-09-21"
"1eb98995","1","168.00","2020-02-18","2020-02-18"
"bec70b31","1","168.00","2019-04-30","2019-04-30"
"bec9b069","1","168.00","2020-07-20","2020-07-20"
"becae21b","1","168.00","2019-05-11","2019-05-11"
"bed12f7b","1","168.00","2020-03-22","2020-03-22"
"bed4e4e6","1","168.00","2020-03-17","2020-03-17"
"1e9bc1fb","1","168.00","2020-11-06","2020-11-06"
"1e97cec9","1","168.00","2019-02-02","2019-02-02"
"befd5846","1","168.00","2020-11-02","2020-11-02"
"1e86c7fc","1","168.00","2020-04-26","2020-04-26"
"bf2b01c0","1","168.00","2020-08-01","2020-08-01"
"bf2ea321","1","168.00","2020-02-15","2020-02-15"
"bf35630b","1","168.00","2020-07-01","2020-07-01"
"1e66555c","1","168.00","2021-01-06","2021-01-06"
"bf405aaa","1","168.00","2020-10-11","2020-10-11"
"bf466258","1","168.00","2021-01-23","2021-01-23"
"bf481245","1","168.00","2020-09-25","2020-09-25"
"bf48397e","1","168.00","2020-08-25","2020-08-25"
"1e4cc3e3","1","168.00","2019-05-11","2019-05-11"
"1e43eb5a","1","168.00","2020-08-20","2020-08-20"
"bf8859","1","168.00","2021-02-05","2021-02-05"
"1e3d6016","1","168.00","2020-08-01","2020-08-01"
"bf92d092","1","168.00","2020-03-20","2020-03-20"
"bf9e73e9","1","168.00","2019-10-17","2019-10-17"
"bfa2ad4f","1","168.00","2020-03-28","2020-03-28"
"1e1d2487","1","168.00","2020-09-23","2020-09-23"
"bfb69918","1","168.00","2019-12-18","2019-12-18"
"bfcdf085","1","168.00","2021-01-20","2021-01-20"
"bfce666f","1","168.00","2020-04-23","2020-04-23"
"1df316dc","1","168.00","2021-01-09","2021-01-09"
"bfe22188","1","168.00","2020-04-24","2020-04-24"
"c00083f5","1","168.00","2019-10-21","2019-10-21"
"c00bb2d8","1","168.00","2019-08-13","2019-08-13"
"c00c3114","1","168.00","2019-12-11","2019-12-11"
"c015c35f","1","168.00","2020-12-28","2020-12-28"
"c0192dc4","1","168.00","2020-04-10","2020-04-10"
"c021e058","1","168.00","2020-10-22","2020-10-22"
"1dc22d89","1","168.00","2020-04-30","2020-04-30"
"c02c1e36","1","168.00","2019-12-24","2019-12-24"
"1d9bea80","1","168.00","2019-01-15","2019-01-15"
"c0435dcc","1","168.00","2020-06-02","2020-06-02"
"1d9ac66d","1","168.00","2019-12-01","2019-12-01"
"c058b131","1","168.00","2020-11-09","2020-11-09"
"1d8f3137","1","168.00","2021-02-10","2021-02-10"
"c0683473","1","168.00","2020-04-01","2020-04-01"
"1d8aeb0c","1","168.00","2020-12-23","2020-12-23"
"c0742c21","1","168.00","2019-07-08","2019-07-08"
"c0794c08","1","168.00","2020-12-10","2020-12-10"
"c07dbd2d","1","168.00","2020-10-21","2020-10-21"
"c08f50f4","1","168.00","2019-11-03","2019-11-03"
"c0967269","1","168.00","2021-01-10","2021-01-10"
"1d80beef","1","168.00","2019-06-22","2019-06-22"
"c0a3406f","1","168.00","2021-01-12","2021-01-12"
"c0aff595","1","168.00","2020-03-23","2020-03-23"
"c0be19c3","1","168.00","2020-12-31","2020-12-31"
"c0cc77e3","1","168.00","2019-11-30","2019-11-30"
"c0d8e452","1","168.00","2020-12-14","2020-12-14"
"1d59f682","1","168.00","2019-12-20","2019-12-20"
"c0ec282f","1","168.00","2019-09-09","2019-09-09"
"c0ef1d35","1","168.00","2020-07-09","2020-07-09"
"c0ef6c52","1","168.00","2020-06-09","2020-06-09"
"c0f5decb","1","168.00","2019-06-07","2019-06-07"
"1d50d0c6","1","168.00","2020-02-28","2020-02-28"
"1d47726f","1","168.00","2020-09-19","2020-09-19"
"c11061ac","1","168.00","2020-08-12","2020-08-12"
"c112a742","1","168.00","2019-11-15","2019-11-15"
"1d3f5960","1","168.00","2020-04-24","2020-04-24"
"1d3deaf0","1","168.00","2020-09-04","2020-09-04"
"c12425fa","1","168.00","2019-03-28","2019-03-28"
"c1333f8c","1","168.00","2020-05-17","2020-05-17"
"1d32bc5f","1","168.00","2019-10-08","2019-10-08"
"c13f8684","1","168.00","2020-10-26","2020-10-26"
"c14401b8","1","168.00","2021-02-10","2021-02-10"
"1d311b12","1","168.00","2020-05-13","2020-05-13"
"c1604a64","1","168.00","2020-08-03","2020-08-03"
"c1797677","1","168.00","2020-03-13","2020-03-13"
"1d280d30","1","168.00","2019-08-21","2019-08-21"
"1d04481e","1","168.00","2019-09-13","2019-09-13"
"c1aeaea9","1","168.00","2020-10-18","2020-10-18"
"c1cc9184","1","168.00","2020-12-17","2020-12-17"
"c1de872f","1","168.00","2019-03-03","2019-03-03"
"1cf460e7","1","168.00","2020-08-10","2020-08-10"
"1ceaa758","1","168.00","2020-09-16","2020-09-16"
"1ce8cd34","1","168.00","2020-08-25","2020-08-25"
"c1eec123","1","168.00","2020-06-21","2020-06-21"
"c1efee4b","1","168.00","2019-10-18","2019-10-18"
"c1f33644","1","168.00","2020-12-28","2020-12-28"
"c1ff01d2","1","168.00","2020-05-28","2020-05-28"
"c20269d1","1","168.00","2020-04-21","2020-04-21"
"c2323f53","1","168.00","2020-04-13","2020-04-13"
"1cd9f372","1","168.00","2020-07-02","2020-07-02"
"1cd5d65f","1","168.00","2019-03-27","2019-03-27"
"c23734de","1","168.00","2020-08-02","2020-08-02"
"c2445630","1","168.00","2020-12-28","2020-12-28"
"c252b5e4","1","168.00","2020-07-07","2020-07-07"
"1cc7847","1","168.00","2021-02-20","2021-02-20"
"1cc7149a","1","168.00","2021-02-08","2021-02-08"
"c27171f6","1","168.00","2020-12-24","2020-12-24"
"1cbfe39e","1","168.00","2019-11-05","2019-11-05"
"c27395f2","1","168.00","2021-01-27","2021-01-27"
"c28d9083","1","168.00","2020-10-02","2020-10-02"
"c2900859","1","168.00","2020-09-02","2020-09-02"
"c2949af8","1","168.00","2020-07-17","2020-07-17"
"1c9f627d","1","168.00","2019-09-13","2019-09-13"
"1c86b534","1","168.00","2020-07-02","2020-07-02"
"1c779525","1","168.00","2019-09-26","2019-09-26"
"c2caa46e","1","168.00","2019-08-28","2019-08-28"
"c2e05747","1","168.00","2020-04-25","2020-04-25"
"c2e2765","1","168.00","2021-02-11","2021-02-11"
"c2e44663","1","168.00","2019-06-09","2019-06-09"
"1c5ab343","1","168.00","2019-06-29","2019-06-29"
"c2efc1fb","1","168.00","2020-10-01","2020-10-01"
"c2f45c82","1","168.00","2020-06-14","2020-06-14"
"c2ffb9dc","1","168.00","2020-03-18","2020-03-18"
"c31160c4","1","168.00","2020-01-20","2020-01-20"
"c31c57db","1","168.00","2019-12-11","2019-12-11"
"c31cac00","1","168.00","2019-08-10","2019-08-10"
"c338b64e","1","168.00","2019-09-23","2019-09-23"
"c3400d2f","1","168.00","2019-12-25","2019-12-25"
"c34ccb92","1","168.00","2020-11-05","2020-11-05"
"c3778fd4","1","168.00","2020-04-02","2020-04-02"
"1c2fc2be","1","168.00","2020-09-06","2020-09-06"
"c388618c","1","168.00","2019-06-11","2019-06-11"
"c38f9362","1","168.00","2020-04-08","2020-04-08"
"c3b68940","1","168.00","2020-10-01","2020-10-01"
"c3b8c326","1","168.00","2020-04-15","2020-04-15"
"c3d151e7","1","168.00","2019-06-17","2019-06-17"
"1c128cea","1","168.00","2019-02-07","2019-02-07"
"c3d7f323","1","168.00","2020-11-15","2020-11-15"
"c3e2b58c","1","168.00","2020-02-27","2020-02-27"
"c41cc161","1","168.00","2021-02-20","2021-02-20"
"c434b4f3","1","168.00","2020-04-02","2020-04-02"
"1be30bc5","1","168.00","2020-10-28","2020-10-28"
"c4435f6a","1","168.00","2020-04-14","2020-04-14"
"1bcd3f67","1","168.00","2021-02-17","2021-02-17"
"1bc526ae","1","168.00","2020-04-16","2020-04-16"
"c46043b3","1","168.00","2020-02-27","2020-02-27"
"c466c8bd","1","168.00","2020-12-11","2020-12-11"
"1baea830","1","168.00","2019-11-06","2019-11-06"
"c46da479","1","168.00","2020-03-27","2020-03-27"
"1ba140f8","1","168.00","2019-05-28","2019-05-28"
"c47ca988","1","168.00","2019-11-12","2019-11-12"
"c4848532","1","168.00","2020-03-29","2020-03-29"
"c4a2e38b","1","168.00","2019-04-24","2019-04-24"
"c4a52122","1","168.00","2019-01-03","2019-01-03"
"1b8ce8cf","1","168.00","2020-09-03","2020-09-03"
"c4eb4203","1","168.00","2019-10-07","2019-10-07"
"1b7cb62d","1","168.00","2020-12-25","2020-12-25"
"1b5fb108","1","168.00","2020-07-01","2020-07-01"
"c5331b44","1","168.00","2020-11-12","2020-11-12"
"c543981","1","168.00","2021-02-11","2021-02-11"
"c54dd5f0","1","168.00","2020-06-26","2020-06-26"
"c569febb","1","168.00","2019-08-09","2019-08-09"
"c56e9c51","1","168.00","2020-12-02","2020-12-02"
"c5733d26","1","168.00","2020-03-15","2020-03-15"
"c57520c8","1","168.00","2020-09-25","2020-09-25"
"c583de45","1","168.00","2019-04-12","2019-04-12"
"1b1b2b97","1","168.00","2020-09-24","2020-09-24"
"c5a425","1","168.00","2021-02-25","2021-02-25"
"c5a58c9a","1","168.00","2019-09-20","2019-09-20"
"c5a86029","1","168.00","2020-12-10","2020-12-10"
"1b090e24","1","168.00","2020-09-11","2020-09-11"
"c5aa188e","1","168.00","2019-02-25","2019-02-25"
"c5c1cc48","1","168.00","2019-07-25","2019-07-25"
"c5c6b1b1","1","168.00","2020-09-28","2020-09-28"
"c5df8df0","1","168.00","2019-09-28","2019-09-28"
"c6127b4e","1","168.00","2021-02-23","2021-02-23"
"c612b920","1","168.00","2019-07-15","2019-07-15"
"c61f9cd3","1","168.00","2020-02-08","2020-02-08"
"c626ce5a","1","168.00","2020-05-27","2020-05-27"
"1adbf79b","1","168.00","2020-07-13","2020-07-13"
"1ad9d411","1","168.00","2021-01-26","2021-01-26"
"1ad98da2","1","168.00","2019-05-22","2019-05-22"
"c6812665","1","168.00","2020-12-09","2020-12-09"
"c69eda25","1","168.00","2019-10-24","2019-10-24"
"1aa7366d","1","168.00","2019-11-19","2019-11-19"
"c6a3d1fc","1","168.00","2020-05-05","2020-05-05"
"c6b27c23","1","168.00","2019-05-06","2019-05-06"
"c6c62af0","1","168.00","2019-01-19","2019-01-19"
"c6c9920c","1","168.00","2019-08-26","2019-08-26"
"1a9079e2","1","168.00","2019-07-25","2019-07-25"
"1a82dbaf","1","168.00","2020-11-20","2020-11-20"
"1a72237c","1","168.00","2020-05-15","2020-05-15"
"c6f18a3d","1","168.00","2019-08-16","2019-08-16"
"c70d8a96","1","168.00","2020-12-14","2020-12-14"
"c7199921","1","168.00","2019-06-24","2019-06-24"
"1a471e8c","1","168.00","2020-08-14","2020-08-14"
"1a34e9fb","1","168.00","2020-08-01","2020-08-01"
"c738c462","1","168.00","2020-05-29","2020-05-29"
"c7490d7b","1","168.00","2020-05-27","2020-05-27"
"c75e0864","1","168.00","2020-07-01","2020-07-01"
"1a1b691b","1","168.00","2019-05-16","2019-05-16"
"1a0b196a","1","168.00","2020-04-27","2020-04-27"
"c78e312d","1","168.00","2020-11-27","2020-11-27"
"1a00e22d","1","168.00","2021-01-30","2021-01-30"
"c7994b75","1","168.00","2019-09-13","2019-09-13"
"c79f51a3","1","168.00","2020-11-29","2020-11-29"
"c7a8c6d9","1","168.00","2020-06-16","2020-06-16"
"c7af5ae3","1","168.00","2019-03-30","2019-03-30"
"19f04f32","1","168.00","2020-08-30","2020-08-30"
"19ee2d59","1","168.00","2019-01-22","2019-01-22"
"c7c2a847","1","168.00","2019-11-21","2019-11-21"
"c7d0dd3a","1","168.00","2020-06-06","2020-06-06"
"c7ddaca6","1","168.00","2020-04-03","2020-04-03"
"c7e0b2c2","1","168.00","2020-05-23","2020-05-23"
"c7e0f02f","1","168.00","2020-10-10","2020-10-10"
"c7e63caf","1","168.00","2020-07-13","2020-07-13"
"19e1e7d1","1","168.00","2020-05-11","2020-05-11"
"19d96a16","1","168.00","2020-08-08","2020-08-08"
"c80d1bd7","1","168.00","2019-10-01","2019-10-01"
"c815c488","1","168.00","2020-07-23","2020-07-23"
"c83ded00","1","168.00","2020-03-13","2020-03-13"
"c83e0943","1","168.00","2020-06-17","2020-06-17"
"c85581cd","1","168.00","2020-05-11","2020-05-11"
"19bb8de0","1","168.00","2019-08-21","2019-08-21"
"1995d5e5","1","168.00","2020-09-08","2020-09-08"
"c866de19","1","168.00","2021-02-02","2021-02-02"
"c86d67fd","1","168.00","2020-07-16","2020-07-16"
"c8724c62","1","168.00","2019-08-11","2019-08-11"
"c873c2e1","1","168.00","2019-03-26","2019-03-26"
"198d27ad","1","168.00","2019-12-12","2019-12-12"
"c87afe16","1","168.00","2020-12-18","2020-12-18"
"c8850601","1","168.00","2020-02-27","2020-02-27"
"c885830e","1","168.00","2019-10-04","2019-10-04"
"c888be51","1","168.00","2020-11-18","2020-11-18"
"c88c3f86","1","168.00","2020-10-02","2020-10-02"
"1975d485","1","168.00","2019-09-17","2019-09-17"
"c8a5c229","1","168.00","2019-12-28","2019-12-28"
"c8af2b3d","1","168.00","2020-04-12","2020-04-12"
"c8b14412","1","168.00","2020-06-10","2020-06-10"
"c8b44aae","1","168.00","2020-11-27","2020-11-27"
"c8b5324b","1","168.00","2020-06-23","2020-06-23"
"c8da2cdb","1","168.00","2020-01-26","2020-01-26"
"c8db4405","1","168.00","2019-09-29","2019-09-29"
"19618120","1","168.00","2019-02-11","2019-02-11"
"c8e2e516","1","168.00","2019-05-06","2019-05-06"
"c8e8738b","1","168.00","2020-05-14","2020-05-14"
"c8e9e759","1","168.00","2021-01-01","2021-01-01"
"c8ebb427","1","168.00","2019-10-21","2019-10-21"
"c8f1df92","1","168.00","2021-02-28","2021-02-28"
"c8fcf973","1","168.00","2020-06-29","2020-06-29"
"c9035cb9","1","168.00","2020-05-12","2020-05-12"
"c911d80e","1","168.00","2020-06-13","2020-06-13"
"c9157d30","1","168.00","2020-08-23","2020-08-23"
"19430657","1","168.00","2020-08-13","2020-08-13"
"c937c1df","1","168.00","2020-11-11","2020-11-11"
"c943a677","1","168.00","2020-03-16","2020-03-16"
"193b6ead","1","168.00","2020-06-07","2020-06-07"
"c9519db6","1","168.00","2020-08-28","2020-08-28"
"c9639829","1","168.00","2020-12-21","2020-12-21"
"c9b79296","1","168.00","2019-04-18","2019-04-18"
"c9c41649","1","168.00","2020-06-05","2020-06-05"
"19297449","1","168.00","2021-02-12","2021-02-12"
"c9d5362e","1","168.00","2020-08-10","2020-08-10"
"1923e4f0","1","168.00","2019-11-03","2019-11-03"
"ca0c4924","1","168.00","2020-02-09","2020-02-09"
"ca0f9902","1","168.00","2020-05-10","2020-05-10"
"ca1a8b66","1","168.00","2021-01-28","2021-01-28"
"1911bb70","1","168.00","2020-07-03","2020-07-03"
"ca30cfeb","1","168.00","2019-11-14","2019-11-14"
"ca3458df","1","168.00","2020-07-19","2020-07-19"
"ca39fbbc","1","168.00","2019-11-23","2019-11-23"
"18fd63e0","1","168.00","2020-10-01","2020-10-01"
"ca41a0e8","1","168.00","2021-01-15","2021-01-15"
"18fbcf05","1","168.00","2020-04-16","2020-04-16"
"ca537e40","1","168.00","2020-10-11","2020-10-11"
"18e0be36","1","168.00","2020-03-29","2020-03-29"
"ca67320b","1","168.00","2019-03-14","2019-03-14"
"ca81970","1","168.00","2021-02-01","2021-02-01"
"ca8ffced","1","168.00","2021-01-09","2021-01-09"
"18d5684b","1","168.00","2020-10-06","2020-10-06"
"18d41108","1","168.00","2021-02-18","2021-02-18"
"cab6cc3b","1","168.00","2020-07-24","2020-07-24"
"18ad3995","1","168.00","2020-05-15","2020-05-15"
"18a41104","1","168.00","2020-06-21","2020-06-21"
"cacf8491","1","168.00","2019-05-03","2019-05-03"
"caed8544","1","168.00","2020-06-13","2020-06-13"
"caf3b21e","1","168.00","2020-07-01","2020-07-01"
"18892264","1","168.00","2020-08-12","2020-08-12"
"cafeb4bb","1","168.00","2020-07-09","2020-07-09"
"cb0e9da4","1","168.00","2019-10-10","2019-10-10"
"cb1d3375","1","168.00","2021-02-23","2021-02-23"
"cb328bf0","1","168.00","2020-07-12","2020-07-12"
"cb34d2f9","1","168.00","2019-06-12","2019-06-12"
"1881d077","1","168.00","2020-02-15","2020-02-15"
"187fd7fa","1","168.00","2020-09-14","2020-09-14"
"cb3d3dd4","1","168.00","2020-05-01","2020-05-01"
"cb400c7b","1","168.00","2020-04-11","2020-04-11"
"cb4fb3f4","1","168.00","2020-12-19","2020-12-19"
"cb58f517","1","168.00","2020-12-22","2020-12-22"
"18656990","1","168.00","2020-03-06","2020-03-06"
"cb68174c","1","168.00","2020-08-02","2020-08-02"
"185ca226","1","168.00","2019-07-17","2019-07-17"
"cb6eed34","1","168.00","2020-08-24","2020-08-24"
"cb79b1e1","1","168.00","2020-08-12","2020-08-12"
"cb9761b0","1","168.00","2020-08-22","2020-08-22"
"cb9dfc10","1","168.00","2020-06-23","2020-06-23"
"cba2595b","1","168.00","2020-06-01","2020-06-01"
"182b46bb","1","168.00","2020-05-17","2020-05-17"
"cc10927d","1","168.00","2020-04-08","2020-04-08"
"cc127806","1","168.00","2020-05-06","2020-05-06"
"cc137fb3","1","168.00","2020-12-14","2020-12-14"
"cc22b66c","1","168.00","2019-04-26","2019-04-26"
"cc261068","1","168.00","2019-04-08","2019-04-08"
"cc2f3233","1","168.00","2020-12-03","2020-12-03"
"cc50972b","1","168.00","2020-02-19","2020-02-19"
"cc617886","1","168.00","2020-08-10","2020-08-10"
"181384b6","1","168.00","2020-06-10","2020-06-10"
"180b67a7","1","168.00","2019-05-16","2019-05-16"
"cc743d38","1","168.00","2020-05-30","2020-05-30"
"cc74436c","1","168.00","2020-07-15","2020-07-15"
"180751b8","1","168.00","2019-11-27","2019-11-27"
"cc830ec3","1","168.00","2020-05-30","2020-05-30"
"cc94a401","1","168.00","2020-10-07","2020-10-07"
"180214bd","1","168.00","2020-06-07","2020-06-07"
